Game no.,Winner,Score,mcboy,rdeep
100,mcboy,1,1,0
100,mcboy,1,2,0
100,rdeep,2,2,2
100,mcboy,2,4,2
100,mcboy,1,5,2
100,mcboy,2,7,2
100,mcboy,1,8,2
100,mcboy,1,9,2
100,mcboy,1,10,2
100,mcboy,1,11,2
100,mcboy,1,12,2
100,mcboy,1,13,2
100,mcboy,1,14,2
100,mcboy,2,16,2
100,rdeep,2,16,4
100,rdeep,1,16,5
100,mcboy,2,18,5
100,mcboy,1,19,5
100,rdeep,1,19,6
100,mcboy,1,20,6
100,mcboy,1,21,6
100,mcboy,1,22,6
100,mcboy,1,23,6
100,mcboy,2,25,6
100,mcboy,1,26,6
100,rdeep,2,26,8
100,mcboy,2,28,8
100,mcboy,2,30,8
100,mcboy,2,32,8
100,mcboy,2,34,8
100,mcboy,1,35,8
100,mcboy,1,36,8
100,mcboy,1,37,8
100,mcboy,1,38,8
100,mcboy,1,39,8
100,mcboy,1,40,8
100,mcboy,1,41,8
100,mcboy,2,43,8
100,mcboy,1,44,8
100,mcboy,1,45,8
100,mcboy,1,46,8
100,mcboy,1,47,8
100,rdeep,1,47,9
100,mcboy,1,48,9
100,rdeep,1,48,10
100,mcboy,1,49,10
100,rdeep,2,49,12
100,mcboy,1,50,12
100,mcboy,2,52,12
100,mcboy,1,53,12
100,mcboy,1,54,12
100,mcboy,1,55,12
100,rdeep,1,55,13
100,mcboy,1,56,13
100,mcboy,2,58,13
100,mcboy,2,60,13
100,mcboy,1,61,13
100,mcboy,2,63,13
100,mcboy,2,65,13
100,mcboy,1,66,13
100,mcboy,1,67,13
100,mcboy,1,68,13
100,rdeep,1,68,14
100,mcboy,2,70,14
100,mcboy,1,71,14
100,mcboy,1,72,14
100,mcboy,1,73,14
100,mcboy,1,74,14
100,rdeep,1,74,15
100,mcboy,1,75,15
100,mcboy,1,76,15
100,mcboy,2,78,15
100,mcboy,1,79,15
100,rdeep,2,79,17
100,rdeep,2,79,19
100,mcboy,1,80,19
100,rdeep,2,80,21
100,mcboy,1,81,21
100,mcboy,1,82,21
100,mcboy,2,84,21
100,mcboy,2,86,21
100,mcboy,1,87,21
100,mcboy,2,89,21
100,mcboy,1,90,21
100,mcboy,2,92,21
100,mcboy,1,93,21
100,rdeep,2,93,23
100,mcboy,1,94,23
100,mcboy,1,95,23
100,mcboy,2,97,23
100,rdeep,2,97,25
100,mcboy,1,98,25
100,mcboy,1,99,25
100,mcboy,1,100,25
100,mcboy,2,102,25
100,mcboy,1,103,25
100,mcboy,1,104,25
100,mcboy,1,105,25
100,mcboy,2,107,25
100,mcboy,1,108,25
