Game no.,Winner,Score,mcboy,rdeep
100,mcboy,1,1,0
100,mcboy,2,3,0
100,mcboy,1,4,0
100,rdeep,1,4,1
100,mcboy,1,5,1
100,mcboy,1,6,1
100,mcboy,1,7,1
100,mcboy,1,8,1
100,rdeep,2,8,3
100,mcboy,1,9,3
100,mcboy,2,11,3
100,mcboy,1,12,3
100,mcboy,2,14,3
100,mcboy,2,16,3
100,mcboy,1,17,3
100,mcboy,1,18,3
100,mcboy,2,20,3
100,mcboy,2,22,3
100,mcboy,1,23,3
100,mcboy,1,24,3
100,rdeep,2,24,5
100,mcboy,2,26,5
100,rdeep,2,26,7
100,mcboy,2,28,7
100,rdeep,2,28,9
100,mcboy,2,30,9
100,rdeep,2,30,11
100,mcboy,1,31,11
100,mcboy,2,33,11
100,mcboy,2,35,11
100,mcboy,2,37,11
100,mcboy,2,39,11
100,mcboy,2,41,11
100,mcboy,2,43,11
100,rdeep,1,43,12
100,mcboy,1,44,12
100,mcboy,2,46,12
100,mcboy,1,47,12
100,mcboy,2,49,12
100,mcboy,1,50,12
100,mcboy,2,52,12
100,mcboy,1,53,12
100,mcboy,2,55,12
100,mcboy,2,57,12
100,mcboy,2,59,12
100,rdeep,2,59,14
100,mcboy,2,61,14
100,mcboy,1,62,14
100,mcboy,1,63,14
100,mcboy,1,64,14
100,mcboy,1,65,14
100,rdeep,1,65,15
100,mcboy,1,66,15
100,mcboy,1,67,15
100,mcboy,1,68,15
100,rdeep,1,68,16
100,rdeep,1,68,17
100,mcboy,2,70,17
100,mcboy,1,71,17
100,mcboy,2,73,17
100,mcboy,2,75,17
100,rdeep,2,75,19
100,mcboy,2,77,19
100,mcboy,1,78,19
100,mcboy,2,80,19
100,rdeep,2,80,21
100,mcboy,2,82,21
100,mcboy,1,83,21
100,mcboy,2,85,21
100,mcboy,2,87,21
100,mcboy,1,88,21
100,mcboy,1,89,21
100,mcboy,2,91,21
100,mcboy,2,93,21
100,mcboy,1,94,21
100,rdeep,2,94,23
100,mcboy,1,95,23
100,mcboy,2,97,23
100,mcboy,2,99,23
100,mcboy,1,100,23
100,mcboy,2,102,23
100,mcboy,2,104,23
100,rdeep,1,104,24
100,mcboy,2,106,24
100,rdeep,1,106,25
100,rdeep,1,106,26
100,rdeep,1,106,27
100,mcboy,1,107,27
100,mcboy,1,108,27
100,mcboy,2,110,27
100,mcboy,1,111,27
100,rdeep,2,111,29
100,mcboy,2,113,29
100,rdeep,1,113,30
100,mcboy,2,115,30
100,mcboy,1,116,30
100,rdeep,2,116,32
100,mcboy,1,117,32
100,mcboy,2,119,32
100,mcboy,2,121,32
