Game no.,Winner,Score,mcboy,rdeep
100,mcboy,1,1,0
100,mcboy,1,2,0
100,mcboy,1,3,0
100,mcboy,2,5,0
100,rdeep,2,5,2
100,mcboy,1,6,2
100,rdeep,2,6,4
100,rdeep,2,6,6
100,rdeep,1,6,7
100,rdeep,1,6,8
100,mcboy,1,7,8
100,mcboy,1,8,8
100,mcboy,2,10,8
100,mcboy,1,11,8
100,mcboy,1,12,8
100,mcboy,2,14,8
100,rdeep,1,14,9
100,mcboy,2,16,9
100,mcboy,1,17,9
100,rdeep,2,17,11
100,rdeep,1,17,12
100,mcboy,2,19,12
100,mcboy,2,21,12
100,mcboy,1,22,12
100,mcboy,1,23,12
100,rdeep,1,23,13
100,mcboy,2,25,13
100,mcboy,2,27,13
100,mcboy,2,29,13
100,mcboy,2,31,13
100,rdeep,1,31,14
100,mcboy,1,32,14
100,mcboy,1,33,14
100,mcboy,2,35,14
100,mcboy,1,36,14
100,mcboy,2,38,14
100,mcboy,1,39,14
100,mcboy,2,41,14
100,rdeep,2,41,16
100,rdeep,1,41,17
100,mcboy,1,42,17
100,mcboy,1,43,17
100,mcboy,1,44,17
100,rdeep,1,44,18
100,rdeep,1,44,19
100,mcboy,1,45,19
100,mcboy,1,46,19
100,mcboy,1,47,19
100,mcboy,1,48,19
100,mcboy,2,50,19
100,mcboy,2,52,19
100,mcboy,1,53,19
100,rdeep,1,53,20
100,mcboy,1,54,20
100,rdeep,1,54,21
100,mcboy,1,55,21
100,mcboy,1,56,21
100,mcboy,1,57,21
100,mcboy,2,59,21
100,mcboy,1,60,21
100,mcboy,1,61,21
100,mcboy,1,62,21
100,mcboy,1,63,21
100,mcboy,2,65,21
100,rdeep,1,65,22
100,mcboy,1,66,22
100,mcboy,2,68,22
100,mcboy,1,69,22
100,mcboy,1,70,22
100,mcboy,1,71,22
100,mcboy,1,72,22
100,mcboy,1,73,22
100,mcboy,1,74,22
100,rdeep,2,74,24
100,rdeep,2,74,26
100,rdeep,2,74,28
100,mcboy,1,75,28
100,mcboy,1,76,28
100,mcboy,2,78,28
100,mcboy,2,80,28
100,mcboy,2,82,28
100,mcboy,1,83,28
100,mcboy,2,85,28
100,rdeep,1,85,29
100,mcboy,1,86,29
100,mcboy,2,88,29
100,mcboy,1,89,29
100,mcboy,2,91,29
100,mcboy,1,92,29
100,mcboy,1,93,29
100,rdeep,2,93,31
100,mcboy,1,94,31
100,mcboy,1,95,31
100,rdeep,2,95,33
100,mcboy,1,96,33
100,mcboy,2,98,33
100,mcboy,1,99,33
100,mcboy,1,100,33
100,mcboy,1,101,33
100,mcboy,1,102,33
