Game no.,Winner,Score,mcboy,rdeep
100,mcboy,1,1,0
100,mcboy,1,2,0
100,mcboy,1,3,0
100,mcboy,1,4,0
100,mcboy,1,5,0
100,mcboy,1,6,0
100,rdeep,1,6,1
100,rdeep,1,6,2
100,rdeep,2,6,4
100,mcboy,2,8,4
100,mcboy,2,10,4
100,rdeep,2,10,6
100,mcboy,1,11,6
100,mcboy,1,12,6
100,rdeep,2,12,8
100,mcboy,2,14,8
100,rdeep,1,14,9
100,mcboy,2,16,9
100,mcboy,1,17,9
100,rdeep,2,17,11
100,mcboy,1,18,11
100,mcboy,2,20,11
100,rdeep,1,20,12
100,mcboy,1,21,12
100,mcboy,2,23,12
100,mcboy,2,25,12
100,mcboy,1,26,12
100,mcboy,1,27,12
100,mcboy,1,28,12
100,mcboy,2,30,12
100,mcboy,1,31,12
100,mcboy,1,32,12
100,rdeep,2,32,14
100,mcboy,2,34,14
100,rdeep,1,34,15
100,rdeep,2,34,17
100,mcboy,2,36,17
100,mcboy,2,38,17
100,rdeep,2,38,19
100,mcboy,1,39,19
100,mcboy,2,41,19
100,mcboy,2,43,19
100,mcboy,1,44,19
100,mcboy,1,45,19
100,rdeep,2,45,21
100,mcboy,1,46,21
100,mcboy,1,47,21
100,rdeep,2,47,23
100,mcboy,1,48,23
100,mcboy,1,49,23
100,mcboy,2,51,23
100,rdeep,2,51,25
100,mcboy,1,52,25
100,rdeep,1,52,26
100,mcboy,2,54,26
100,mcboy,1,55,26
100,mcboy,1,56,26
100,mcboy,1,57,26
100,mcboy,2,59,26
100,mcboy,1,60,26
100,mcboy,1,61,26
100,mcboy,1,62,26
100,mcboy,1,63,26
100,mcboy,1,64,26
100,rdeep,1,64,27
100,mcboy,1,65,27
100,mcboy,2,67,27
100,mcboy,1,68,27
100,mcboy,1,69,27
100,rdeep,1,69,28
100,mcboy,1,70,28
100,mcboy,1,71,28
100,mcboy,1,72,28
100,rdeep,2,72,30
100,rdeep,1,72,31
100,mcboy,1,73,31
100,rdeep,2,73,33
100,mcboy,2,75,33
100,rdeep,1,75,34
100,mcboy,1,76,34
100,mcboy,1,77,34
100,mcboy,1,78,34
100,mcboy,1,79,34
100,mcboy,1,80,34
100,mcboy,2,82,34
100,mcboy,2,84,34
100,mcboy,1,85,34
100,mcboy,1,86,34
100,mcboy,1,87,34
100,rdeep,2,87,36
100,rdeep,1,87,37
100,mcboy,1,88,37
100,rdeep,1,88,38
100,mcboy,2,90,38
100,mcboy,1,91,38
100,mcboy,2,93,38
100,rdeep,2,93,40
100,mcboy,1,94,40
100,mcboy,1,95,40
100,mcboy,1,96,40
