Game no.,Winner,Score,mcboy,rdeep
100,mcboy,1,1,0
100,mcboy,1,2,0
100,rdeep,2,2,2
100,mcboy,2,4,2
100,mcboy,1,5,2
100,mcboy,2,7,2
100,mcboy,1,8,2
100,mcboy,1,9,2
100,rdeep,1,9,3
100,mcboy,1,10,3
100,mcboy,1,11,3
100,mcboy,1,12,3
100,mcboy,1,13,3
100,mcboy,2,15,3
100,rdeep,2,15,5
100,rdeep,1,15,6
100,mcboy,2,17,6
100,mcboy,1,18,6
100,rdeep,1,18,7
100,mcboy,1,19,7
100,mcboy,1,20,7
100,mcboy,1,21,7
100,mcboy,1,22,7
100,mcboy,2,24,7
100,mcboy,1,25,7
100,rdeep,2,25,9
100,mcboy,2,27,9
100,mcboy,2,29,9
100,mcboy,2,31,9
100,mcboy,2,33,9
100,mcboy,1,34,9
100,mcboy,1,35,9
100,mcboy,1,36,9
100,mcboy,2,38,9
100,mcboy,1,39,9
100,mcboy,2,41,9
100,mcboy,2,43,9
100,mcboy,1,44,9
100,mcboy,1,45,9
100,rdeep,1,45,10
100,mcboy,1,46,10
100,mcboy,1,47,10
100,mcboy,2,49,10
100,mcboy,1,50,10
100,rdeep,2,50,12
100,rdeep,2,50,14
100,mcboy,1,51,14
100,mcboy,1,52,14
100,rdeep,1,52,15
100,mcboy,1,53,15
100,rdeep,1,53,16
100,rdeep,2,53,18
100,mcboy,2,55,18
100,mcboy,2,57,18
100,mcboy,1,58,18
100,rdeep,1,58,19
100,rdeep,1,58,20
100,mcboy,2,60,20
100,mcboy,2,62,20
100,mcboy,1,63,20
100,mcboy,1,64,20
100,mcboy,2,66,20
100,mcboy,1,67,20
100,mcboy,1,68,20
100,mcboy,2,70,20
100,mcboy,1,71,20
100,mcboy,1,72,20
100,rdeep,1,72,21
100,mcboy,1,73,21
100,mcboy,1,74,21
100,mcboy,1,75,21
100,mcboy,2,77,21
100,mcboy,1,78,21
100,mcboy,1,79,21
100,mcboy,1,80,21
100,rdeep,2,80,23
100,rdeep,2,80,25
100,mcboy,1,81,25
100,mcboy,2,83,25
100,mcboy,1,84,25
100,mcboy,1,85,25
100,mcboy,2,87,25
100,mcboy,1,88,25
100,mcboy,2,90,25
100,mcboy,2,92,25
100,mcboy,2,94,25
100,mcboy,1,95,25
100,mcboy,2,97,25
100,mcboy,1,98,25
100,mcboy,2,100,25
100,mcboy,1,101,25
100,mcboy,1,102,25
100,rdeep,2,102,27
100,mcboy,1,103,27
100,mcboy,2,105,27
100,mcboy,1,106,27
100,rdeep,1,106,28
100,mcboy,1,107,28
100,mcboy,1,108,28
100,mcboy,1,109,28
